TOPIC,SUBTOPIC,SUBTOPIC_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_UCI,ESTIMATE_LCI,FLAG,FOOTNOTE_ID_LIST
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 50-59 years,24,53,"Percent of population, crude",0,2011-2012,7,67.2,4,75.5,58,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 50-59 years,24,53,"Percent of population, crude",0,2013-2014,8,59.4,2.2,64.2,54.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 50-59 years,24,53,"Percent of population, crude",0,2015-2016,9,60.8,4.2,69.6,51.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 50-59 years,24,53,"Percent of population, crude",0,2017-2018,10,63.8,5,74.5,52.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,54,"Percent of population, crude",0,1999-2000,1,78.7,4,86.7,68.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,54,"Percent of population, crude",0,2001-2002,2,75.1,2.9,81,68.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,54,"Percent of population, crude",0,2003-2004,3,77.4,2.9,83.4,70.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,54,"Percent of population, crude",0,2005-2006,4,75.7,3.4,82.6,67.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,54,"Percent of population, crude",0,2007-2008,5,68.8,3.5,76,60.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,54,"Percent of population, crude",0,2009-2010,6,69.4,3.2,76,62.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,54,"Percent of population, crude",0,2011-2012,7,70,3.5,77.2,61.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,54,"Percent of population, crude",0,2013-2014,8,74.7,3,80.9,67.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,54,"Percent of population, crude",0,2015-2016,9,67.4,4,75.8,58.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,54,"Percent of population, crude",0,2017-2018,10,73.2,4.6,82.6,62,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,55,"Percent of population, crude",0,1999-2000,1,79.3,2.3,84.1,73.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,55,"Percent of population, crude",0,2001-2002,2,76.4,2.2,81,71.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,55,"Percent of population, crude",0,2003-2004,3,76.3,2.5,81.5,70.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,55,"Percent of population, crude",0,2005-2006,4,74.4,2.2,78.9,69.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,55,"Percent of population, crude",0,2007-2008,5,79.9,2.1,84.3,75,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,55,"Percent of population, crude",0,2009-2010,6,78.3,2.1,82.5,73.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,55,"Percent of population, crude",0,2011-2012,7,81.9,2.3,86.5,76.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,55,"Percent of population, crude",0,2013-2014,8,76.2,2.1,80.7,71.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,55,"Percent of population, crude",0,2015-2016,9,70.4,3.7,78.1,61.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Hypertension, measured",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,55,"Percent of population, crude",0,2017-2018,10,77.7,2.8,83.4,71.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC02,FN_NHANESCHRONIC03,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Total,0,Total,0,0,20 years and older,1,80,"Percent of population, crude",0,1999-2000,1,30.3,1.5,33.5,27.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Total,0,Total,0,0,20 years and older,1,80,"Percent of population, crude",0,2001-2002,2,30.5,1.1,32.9,28.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Total,0,Total,0,0,20 years and older,1,80,"Percent of population, crude",0,2003-2004,3,32.3,1.2,34.9,29.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Total,0,Total,0,0,20 years and older,1,80,"Percent of population, crude",0,2005-2006,4,34.6,1.4,37.7,31.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Total,0,Total,0,0,20 years and older,1,80,"Percent of population, crude",0,2007-2008,5,33.9,1.1,36.3,31.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Total,0,Total,0,0,20 years and older,1,80,"Percent of population, crude",0,2009-2010,6,35.9,0.9,37.9,33.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Total,0,Total,0,0,20 years and older,1,80,"Percent of population, crude",0,2011-2012,7,35.1,1.4,38.2,32.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Total,0,Total,0,0,20 years and older,1,80,"Percent of population, crude",0,2013-2014,8,37.9,0.8,39.8,36.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Total,0,Total,0,0,20 years and older,1,80,"Percent of population, crude",0,2015-2016,9,39.8,1.6,43.2,36.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Total,0,Total,0,0,20 years and older,1,80,"Percent of population, crude",0,2017-2018,10,42.5,1.8,46.4,38.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,20-29 years,2,81,"Percent of population, crude",0,1999-2000,1,22.1,2.4,27.9,17.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,20-29 years,2,81,"Percent of population, crude",0,2001-2002,2,25.2,1.8,29.3,21.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,20-29 years,2,81,"Percent of population, crude",0,2003-2004,3,25.3,1.7,29,21.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,20-29 years,2,81,"Percent of population, crude",0,2005-2006,4,25.2,2.7,31.6,19.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,20-29 years,2,81,"Percent of population, crude",0,2007-2008,5,27.1,3,34,20.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,20-29 years,2,81,"Percent of population, crude",0,2009-2010,6,26.6,2.2,31.6,22.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,20-29 years,2,81,"Percent of population, crude",0,2011-2012,7,29,2.9,35.5,23.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,20-29 years,2,81,"Percent of population, crude",0,2013-2014,8,28.4,1.8,32.5,24.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,20-29 years,2,81,"Percent of population, crude",0,2015-2016,9,30.9,2.6,36.8,25.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,20-29 years,2,81,"Percent of population, crude",0,2017-2018,10,36.5,4.1,45.9,27.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,30-39 years,3,82,"Percent of population, crude",0,1999-2000,1,29.2,2.1,33.9,24.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,30-39 years,3,82,"Percent of population, crude",0,2001-2002,2,26.9,2,31.4,22.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,30-39 years,3,82,"Percent of population, crude",0,2003-2004,3,31.4,2.4,36.7,26.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,30-39 years,3,82,"Percent of population, crude",0,2005-2006,4,32.9,2.4,38.3,27.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,30-39 years,3,82,"Percent of population, crude",0,2007-2008,5,34.3,2.2,39.3,29.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,30-39 years,3,82,"Percent of population, crude",0,2009-2010,6,38.9,2,43.2,34.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,30-39 years,3,82,"Percent of population, crude",0,2011-2012,7,31.8,1.9,36.1,27.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,30-39 years,3,82,"Percent of population, crude",0,2013-2014,8,40.4,1.7,44.1,36.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,30-39 years,3,82,"Percent of population, crude",0,2015-2016,9,40.6,1.8,44.5,36.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,30-39 years,3,82,"Percent of population, crude",0,2017-2018,10,43.7,2.4,49,38.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,40-49 years,4,83,"Percent of population, crude",0,1999-2000,1,31.1,3.5,39.2,23.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,40-49 years,4,83,"Percent of population, crude",0,2001-2002,2,33.8,1.7,37.7,30.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,40-49 years,4,83,"Percent of population, crude",0,2003-2004,3,37.1,1.4,40.7,33.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,40-49 years,4,83,"Percent of population, crude",0,2005-2006,4,39,2.3,44,34.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,40-49 years,4,83,"Percent of population, crude",0,2007-2008,5,33.9,2.2,38.8,29.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,40-49 years,4,83,"Percent of population, crude",0,2009-2010,6,35.9,1.4,39,33,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,40-49 years,4,83,"Percent of population, crude",0,2011-2012,7,38.1,2.7,44.1,32.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,40-49 years,4,83,"Percent of population, crude",0,2013-2014,8,39.7,2.4,45,34.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,40-49 years,4,83,"Percent of population, crude",0,2015-2016,9,42.4,3.1,49.3,35.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,40-49 years,4,83,"Percent of population, crude",0,2017-2018,10,45,2.6,50.6,39.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,84,"Percent of population, crude",0,1999-2000,1,36.7,3.3,44.2,29.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,84,"Percent of population, crude",0,2001-2002,2,34,2.1,38.7,29.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,84,"Percent of population, crude",0,2003-2004,3,36.4,3.1,43.4,29.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,84,"Percent of population, crude",0,2005-2006,4,42,2.4,47.2,36.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,84,"Percent of population, crude",0,2007-2008,5,38.8,2.7,44.8,33,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,84,"Percent of population, crude",0,2009-2010,6,37.3,1.5,40.5,34.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,84,"Percent of population, crude",0,2011-2012,7,40.8,2.7,46.7,35,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,84,"Percent of population, crude",0,2013-2014,8,42.2,2.2,47.1,37.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,84,"Percent of population, crude",0,2015-2016,9,43.2,3.3,50.6,36,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,50-59 years,5,84,"Percent of population, crude",0,2017-2018,10,44.7,2.3,49.8,39.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,85,"Percent of population, crude",0,1999-2000,1,40.3,1.8,44.2,36.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,85,"Percent of population, crude",0,2001-2002,2,40.1,2.1,44.7,35.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,85,"Percent of population, crude",0,2003-2004,3,36.1,1.7,39.7,32.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,85,"Percent of population, crude",0,2005-2006,4,40.4,2.5,46.1,35,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,85,"Percent of population, crude",0,2007-2008,5,38.7,1.7,42.6,35,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,85,"Percent of population, crude",0,2009-2010,6,44.1,2.2,48.8,39.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,85,"Percent of population, crude",0,2011-2012,7,38.4,2.6,44.1,32.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,85,"Percent of population, crude",0,2013-2014,8,43.2,2.3,48.3,38.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,85,"Percent of population, crude",0,2015-2016,9,45.3,3.4,52.7,38,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,60-69 years,6,85,"Percent of population, crude",0,2017-2018,10,44.8,3.6,52.7,37.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,86,"Percent of population, crude",0,1999-2000,1,26.1,2.7,32.3,20.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,86,"Percent of population, crude",0,2001-2002,2,25.2,1.6,28.8,21.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,86,"Percent of population, crude",0,2003-2004,3,26.4,1.7,30.2,22.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,86,"Percent of population, crude",0,2005-2006,4,26.8,2.2,31.7,22.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,86,"Percent of population, crude",0,2007-2008,5,31.3,1.8,35.3,27.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,86,"Percent of population, crude",0,2009-2010,6,35.1,2,39.5,30.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,86,"Percent of population, crude",0,2011-2012,7,32,2.1,36.6,27.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,86,"Percent of population, crude",0,2013-2014,8,33,1.8,37,29.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,86,"Percent of population, crude",0,2015-2016,9,36.1,2.4,41.5,30.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Age group,1,1,70 years and older,7,86,"Percent of population, crude",0,2017-2018,10,40.4,2.7,46.4,34.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,87,"Percent of population, crude",0,1999-2000,1,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
